locus	chrom	source	feature	start	end	score	strand	frame	category	nfeats	name	cov	length
HML2_Y_1162	chrY	merged	gene	9962010	9962911	.	-	.	sololtr	1	HML2_1162	901	901
HML2_Y_1163	chrY	merged	gene	10013636	10014530	.	+	.	sololtr	1	HML2_1163	894	894
HML2_Y_1164	chrY	merged	gene	14574675	14575643	.	-	.	sololtr	1	HML2_1164	968	968
HML2_Y_1165	chrY	merged	gene	15215736	15216703	.	-	.	sololtr	1	HML2_1165	967	967
HML2_Y_1166	chrY	merged	gene	16245055	16246079	.	+	.	sololtr	1	HML2_1166	1024	1024
HML2_Y_1167	chrY	merged	gene	17885046	17886013	.	-	.	sololtr	1	HML2_1167	967	967
HML2_Y_1168	chrY	merged	gene	21861366	21862333	.	-	.	sololtr	1	HML2_1168	967	967
HML2_Y_1169	chrY	merged	gene	23137968	23138926	.	-	.	sololtr	1	HML2_1169	958	958
HML2_Y_1170	chrY	merged	gene	25039185	25040153	.	-	.	sololtr	1	HML2_1170	968	968
HML2_Y_1171	chrY	merged	gene	26026512	26027237	.	-	.	sololtr	2	HML2_1171	726	725
HML2_Yq11.23a	chrY	merged	gene	26396921	26401035	.	.	.	oneside	2	HML2_1172	3859	4114
HML2_Y_1173	chrY	merged	gene	26672934	26673902	.	-	.	sololtr	1	HML2_1173	968	968
HML2_Y_1174	chrY	merged	gene	27288494	27289462	.	+	.	sololtr	1	HML2_1174	968	968
HML2_Yq11.23b	chrY	merged	gene	27561401	27565516	.	.	.	oneside	2	HML2_1175	3860	4115
HML2_Y_1176	chrY	merged	gene	27935163	27935888	.	+	.	sololtr	2	HML2_1176	726	725
